N,P,K,TEMPERATURE,RAINFALL,CROP,SOIL TYPE,REGION,WATER REQUIREMENT
18,74,15,24.9035819,146.4727237,SOYABEAN,HUMID,DESERT,6.2
4,67,25,23.78709569,119.6404412,SOYABEAN,HUMID,DESERT,7.7
37,56,25,22.05592283,126.7265372,SOYABEAN,HUMID,DESERT,7.2
5,59,15,18.87492997,134.1811718,SOYABEAN,HUMID,DESERT,0.8
11,61,21,18.62328774,135.3378033,SOYABEAN,HUMID,DESERT,7.4
22,80,20,23.00884744,100.118612,SOYABEAN,HUMID,DESERT,8.9
12,61,19,19.33162606,68.51253427,SOYABEAN,HUMID,DESERT,8.4
5,74,21,16.24469193,66.97053257,SOYABEAN,HUMID,DESERT,0.8
27,69,22,17.91652287,69.14681022,SOYABEAN,HUMID,DESERT,8.34
31,75,18,15.46789263,88.88796102,SOYABEAN,HUMID,DESERT,9.85
36,68,20,17.06104474,81.83420522,SOYABEAN,HUMID,DESERT,7.35
5,65,16,21.32776028,109.1013261,SOYABEAN,HUMID,DESERT,0.34
32,79,15,23.90910104,81.60211243,SOYABEAN,HUMID,SEMI ARID,4.71
11,78,22,23.89756791,112.6616435,SOYABEAN,HUMID,SEMI ARID,6.21
0,55,22,22.98666928,143.8584938,SOYABEAN,HUMID,SEMI ARID,5.71
14,59,15,21.35135729,146.4548645,SOYABEAN,HUMID,SEMI ARID,0.1
29,68,23,24.1638445,116.7324324,SOYABEAN,HUMID,SEMI ARID,5.8
32,68,19,24.62835037,149.7441028,SOYABEAN,HUMID,SEMI ARID,7.3
17,64,17,21.02213209,124.6118471,SOYABEAN,HUMID,SEMI ARID,6.8
13,69,19,17.30844532,115.199245,SOYABEAN,HUMID,SEMI ARID,0.2
14,67,22,23.82576704,84.64143632,SOYABEAN,HUMID,SEMI ARID,6.6
9,69,20,19.30607278,129.3449326,SOYABEAN,HUMID,SEMI ARID,8.1
20,73,22,16.03768615,130.3900798,SOYABEAN,HUMID,SEMI ARID,7.6
40,78,20,19.18572809,80.15293435,SOYABEAN,HUMID,SEMI ARID,0.5
27,72,23,19.92889503,64.02640797,SOYABEAN,HUMID,SEMI ARID,7.9
14,67,15,19.56376468,139.2921004,SOYABEAN,HUMID,SEMI ARID,9.4
7,56,18,18.31357543,76.14153904,SOYABEAN,HUMID,SEMI ARID,8.9
27,65,18,20.10993761,73.36386477,CABBAGE,DRY,DESERT,5.5
30,63,16,23.60506572,100.5978728,CABBAGE,DRY,DESERT,7
37,70,25,19.73136909,84.06354115,CABBAGE,DRY,DESERT,6.5
27,63,19,20.93409877,133.1914419,CABBAGE,DRY,DESERT,0.2
22,60,24,18.78226261,104.2570723,CABBAGE,DRY,DESERT,6.5
3,72,24,36.51268371,122.6539694,CABBAGE,DRY,DESERT,8
40,59,23,36.89163721,163.7266551,CABBAGE,DRY,DESERT,7.5
33,73,23,29.23540524,103.3301803,CABBAGE,DRY,DESERT,0.5
27,57,24,27.33534897,142.3303677,CABBAGE,DRY,DESERT,7
10,79,18,21.0643684,184.6226709,CABBAGE,DRY,DESERT,8.5
30,75,25,30.33276599,149.299952,CABBAGE,DRY,DESERT,8
40,70,20,31.80130272,147.0361442,CABBAGE,DRY,DESERT,0.8
38,55,19,33.18184225,198.8298806,CABBAGE,DRY,DESERT,8.6
35,58,20,29.38538562,90.05422663,CABBAGE,DRY,DESERT,10.1
38,61,21,30.27374995,127.7767134,CABBAGE,DRY,DESERT,9.6
33,58,24,35.45790488,108.6333046,CABBAGE,DRY,DESERT,0.6
16,56,17,33.80020039,176.6165894,CABBAGE,DRY,SEMI ARID,5.05
31,72,17,28.69180475,96.36222901,CABBAGE,DRY,SEMI ARID,6.55
16,80,20,31.24021696,122.0146733,CABBAGE,DRY,SEMI ARID,6.05
27,72,17,28.98039357,120.7435664,CABBAGE,DRY,SEMI ARID,0.5
40,62,19,27.32198928,96.51524028,CABBAGE,DRY,SEMI ARID,6
18,58,16,21.47607807,180.382234,CABBAGE,DRY,SEMI ARID,7.5
3,68,16,18.31910448,107.4721605,CABBAGE,DRY,SEMI ARID,7
26,67,24,36.97794384,161.4812963,CABBAGE,DRY,SEMI ARID,0.5
16,70,20,24.80467592,121.5639121,CABBAGE,DRY,SEMI ARID,7.1
24,63,19,19.3479443,194.5921148,CABBAGE,DRY,SEMI ARID,8.6
9,76,25,28.88302142,179.2155874,CABBAGE,HUMID,HUMID,0.1
16,55,19,19.54314136,192.4372194,CABBAGE,HUMID,HUMID,3.33
28,75,21,24.7741949,114.2821387,CABBAGE,HUMID,HUMID,4.8
16,71,24,18.33124824,139.6483317,CABBAGE,HUMID,HUMID,4.3
24,70,21,19.14729038,132.7748215,CABBAGE,HUMID,HUMID,0.1
38,72,21,28.23416057,186.5008581,CABBAGE,HUMID,HUMID,4.33
9,66,21,30.11812084,157.0858232,CABBAGE,HUMID,HUMID,5.8
34,56,17,33.4126864,139.6702541,CABBAGE,HUMID,HUMID,5.3
1,76,19,24.18553163,177.3377996,CABBAGE,HUMID,HUMID,0.2
6,69,19,26.88630675,94.46748008,CABBAGE,HUMID,HUMID,5.33
26,73,21,31.33170829,161.7820226,CABBAGE,HUMID,HUMID,6.8
27,61,18,33.30711818,108.5090168,CABBAGE,HUMID,HUMID,6.3
27,71,23,23.45379018,150.8712202,CABBAGE,HUMID,HUMID,0.3
36,61,21,34.53823889,168.5948318,CABBAGE,WET,DESERT,3.33
17,73,18,19.50112224,197.3752649,CABBAGE,WET,DESERT,4.8
26,72,22,28.76794904,91.72084869,CABBAGE,WET,DESERT,4.3
17,64,16,30.97758716,180.716828,CABBAGE,WET,DESERT,0.1
14,74,19,18.39759147,93.12330644,CABBAGE,WET,DESERT,4.33
39,60,15,35.09357419,116.9106908,CABBAGE,WET,DESERT,5.8
6,66,15,34.93174223,159.2649827,CABBAGE,WET,DESERT,5.3
8,59,18,29.50523036,187.8961851,CABBAGE,WET,DESERT,0.2
2,67,18,34.51934775,129.0064612,CABBAGE,WET,DESERT,5.33
1,76,17,28.43430726,147.0414824,CABBAGE,WET,DESERT,6.8
16,73,19,18.41645629,163.2747473,CABBAGE,WET,DESERT,6.3
23,75,25,31.07508973,91.31256412,CABBAGE,WET,DESERT,0.3
32,70,20,20.89342749,195.5697875,CABBAGE,WET,DESERT,6.33
28,59,22,30.90607799,170.9919828,CABBAGE,WET,DESERT,7.8
5,62,23,27.9348279,145.3728801,CABBAGE,WET,DESERT,7.3
36,67,25,35.95176642,136.0456753,CABBAGE,WET,DESERT,6.3
1,66,23,19.54317155,173.1686574,CABBAGE,WET,SEMI ARID,0.3
24,73,20,19.63736208,176.4134092,CABBAGE,WET,SEMI ARID,6.33
17,67,18,31.2192752,129.2028653,CABBAGE,WET,SEMI ARID,7.8
5,55,18,33.50876355,126.6738117,CABBAGE,WET,SEMI ARID,7.3
5,56,24,24.80710166,188.4928637,CABBAGE,WET,SEMI ARID,0.5
37,77,17,36.20970524,191.0658531,CABBAGE,WET,SEMI ARID,2.83
13,73,20,30.50420876,162.5927723,CABBAGE,WET,SEMI ARID,4.33
6,63,23,26.01630259,160.3337447,CABBAGE,WET,SEMI ARID,3.83
16,77,22,31.48469278,100.546816,CABBAGE,WET,SEMI ARID,0.1
25,64,20,33.15122581,105.0380275,CABBAGE,WET,SEMI ARID,3.83
34,75,24,23.50222822,192.3023991,CABBAGE,WET,SEMI ARID,5.33
20,77,23,34.87248659,148.2502786,CABBAGE,WET,SEMI ARID,4.83
35,80,25,28.09269012,197.1144011,CABBAGE,WET,SEMI ARID,0.1
14,75,24,24.54757829,118.3606557,CABBAGE,WET,SEMI ARID,4.83
36,80,21,33.64769646,100.4673278,CABBAGE,WET,SEMI ARID,6.33
7,77,18,20.5591255,191.0895109,CABBAGE,WET,SEMI ARID,5.83
29,78,25,19.95991719,195.787103,CABBAGE,WET,SEMI HUMID,0.2
30,60,21,28.87667593,182.2688175,CABBAGE,WET,SEMI HUMID,5.83
20,74,16,36.04353699,159.8938645,CABBAGE,WET,SEMI HUMID,7.33
19,57,23,23.6734328,141.1250722,CABBAGE,WET,SEMI HUMID,6.83
3,60,19,25.74679443,100.7791633,CABBAGE,WET,SEMI HUMID,0.3
5,77,19,31.08564994,175.9303271,CABBAGE,WET,SEMI HUMID,2.16
5,68,20,18.72987676,139.8710041,CABBAGE,WET,SEMI HUMID,3.66
37,73,21,29.50304807,189.5208915,CABBAGE,WET,SEMI HUMID,3.16
9,59,24,20.43517772,137.2279662,CABBAGE,WET,SEMI HUMID,0.1
20,72,15,36.00415838,134.8596466,CABBAGE,WET,SEMI HUMID,3.16
31,56,23,31.46846241,174.5723999,CABBAGE,WET,SEMI HUMID,4.66
0,70,21,36.30049702,101.6073988,CABBAGE,WET,SEMI HUMID,4.16
21,74,15,29.49096726,153.2504506,CABBAGE,WET,SEMI HUMID,0.1
13,67,18,30.5753044,177.5764304,CABBAGE,WET,SEMI HUMID,4.16
27,74,20,24.69487673,91.95792434,CABBAGE,WET,SEMI HUMID,5.66
29,72,24,23.17409556,162.5931264,CABBAGE,WET,SEMI HUMID,5.16
5,68,20,19.04380471,155.3705624,CABBAGE,WET,HUMID,0.2
39,57,19,29.32379604,165.4113371,CABBAGE,WET,HUMID,5.16
22,62,16,34.6455408,180.9009998,CABBAGE,WET,DESERT,6.66
18,55,23,21.9989826,136.8274312,CABBAGE,WET,SEMI ARID,6.16
39,77,21,22.99774444,159.689339,CABBAGE,WET,SEMI ARID,0.3
13,75,20,30.55992394,178.8998611,CABBAGE,WET,SEMI ARID,1.33
27,71,24,31.46417866,165.405354,CABBAGE,WET,SEMI ARID,2.83
26,64,22,25.95058595,109.1821183,CABBAGE,WET,SEMI ARID,2.33
23,55,16,21.01142393,185.2039114,CABBAGE,WET,SEMI ARID,0.1
4,69,19,19.25100056,149.063196,CABBAGE,WET,SEMI ARID,2.33
20,67,19,19.24462755,180.6465282,CABBAGE,WET,DESERT,3.83
7,74,17,22.47253208,96.74706956,CABBAGE,WET,SEMI ARID,3.33
17,64,18,36.75087487,124.6028153,CABBAGE,WET,SEMI ARID,0.1
35,71,17,29.89286629,198.1403003,CABBAGE,WET,SEMI ARID,3.33
11,72,22,29.37735586,172.40168,CABBAGE,WET,SEMI ARID,4.83
20,60,22,29.65052947,186.9226052,CABBAGE,WET,SEMI ARID,4.33
10,71,18,19.54284889,173.1106982,CABBAGE,WET,SEMI ARID,0.1
33,61,24,20.04611791,122.4564203,CABBAGE,WET,SEMI ARID,4.33
3,49,18,27.91095209,32.67891866,POTATO,DRY,DESERT,8.5
22,59,23,27.32220619,36.5037914,POTATO,DRY,DESERT,10
36,58,25,28.66024187,36.92629678,POTATO,DRY,DESERT,9.5
4,43,18,29.02955344,72.98016599,POTATO,DRY,DESERT,0.5
29,54,16,27.78031515,32.05025323,POTATO,DRY,DESERT,9.5
32,43,22,31.99928579,71.6266696,POTATO,DRY,DESERT,11
14,55,15,27.33580911,73.44775287,POTATO,DRY,DESERT,10.5
5,35,20,28.92952635,66.35634104,POTATO,DRY,DESERT,1.5
25,57,24,27.65472156,36.94255012,POTATO,DRY,DESERT,10.7
11,53,24,28.52396666,61.32935611,POTATO,DRY,DESERT,12.2
40,49,17,31.02215872,53.56783314,POTATO,DRY,DESERT,11.7
38,56,25,25.74095321,67.43488235,POTATO,DRY,DESERT,2.7
27,43,23,31.70447482,44.94317432,POTATO,DRY,DESERT,11.6
24,38,22,24.47876451,34.96933295,POTATO,DRY,DESERT,13.1
23,45,21,31.46511256,74.44330654,POTATO,DRY,DESERT,12.6
29,57,20,25.60973447,53.39249517,POTATO,DRY,DESERT,3.6
31,35,23,30.30260453,68.04039813,POTATO,DRY,SEMI ARID,7.8
0,55,25,28.17489437,45.78172762,POTATO,DRY,SEMI ARID,9.3
7,45,22,25.50634557,74.32635105,POTATO,DRY,SEMI ARID,8.8
17,58,25,31.12896766,32.76742894,POTATO,DRY,SEMI ARID,0.8
11,44,17,26.34043268,35.1051197,POTATO,DRY,SEMI ARID,8.8
22,49,22,28.23494706,72.66666443,POTATO,DRY,SEMI ARID,10.3
9,51,19,27.04453473,48.25207759,POTATO,DRY,SEMI ARID,9.8
28,48,15,25.16125354,40.89732789,POTATO,DRY,SEMI ARID,0.8
26,50,19,27.3179125,32.55919573,POTATO,DRY,SEMI ARID,9.8
36,56,20,25.4123765,31.87416982,POTATO,DRY,SEMI ARID,11.3
8,60,18,31.21629982,53.1205277,POTATO,DRY,SEMI ARID,10.8
24,37,21,30.573999,62.74803826,POTATO,DRY,SEMI ARID,1.8
22,43,24,25.42517036,46.19374559,POTATO,DRY,SEMI ARID,10.9
36,43,24,27.09400578,41.53749535,POTATO,DRY,SEMI ARID,12.4
22,44,24,24.30935081,58.99536268,POTATO,DRY,SEMI ARID,11.8
17,43,22,30.06142622,41.0550915,POTATO,HUMID,DESERT,6.7
8,45,15,28.09568993,33.84110759,POTATO,HUMID,DESERT,8.2
7,56,23,26.33908791,55.50429227,POTATO,HUMID,DESERT,7.7
36,57,16,28.61409059,57.02891698,POTATO,HUMID,DESERT,0.5
11,45,19,28.70012137,44.11622138,POTATO,HUMID,DESERT,7.7
6,36,22,24.21610338,42.24783476,POTATO,HUMID,DESERT,9.2
17,57,20,28.50677929,66.1761456,POTATO,HUMID,DESERT,8.7
4,47,20,25.97948991,72.19245835,POTATO,HUMID,DESERT,0.8
9,49,16,30.88482722,55.053805,POTATO,HUMID,DESERT,8.7
25,51,24,25.5042419,65.07981523,POTATO,HUMID,DESERT,10.2
36,44,21,25.12528913,38.48678973,POTATO,HUMID,DESERT,9.7
21,38,20,27.10508014,62.20279647,POTATO,HUMID,DESERT,0.7
37,57,20,31.1006247,70.79934452,POTATO,HUMID,DESERT,9.5
32,48,18,26.45707778,64.16167699,POTATO,HUMID,DESERT,11
29,44,20,30.04132304,31.83192392,POTATO,HUMID,DESERT,10.5
25,51,18,27.77799528,50.28438729,POTATO,HUMID,DESERT,1.5
10,44,24,30.99256944,58.27600682,POTATO,HUMID,SEMI ARID,5.62
23,35,18,26.4908332,36.99362831,POTATO,HUMID,SEMI ARID,7.12
9,60,23,31.96987867,64.25520357,POTATO,HUMID,SEMI ARID,6.62
3,58,21,25.36140526,55.60523179,POTATO,HUMID,SEMI ARID,0.3
22,42,22,25.54249137,48.46797044,POTATO,HUMID,SEMI ARID,6.62
12,39,21,28.99319096,70.4713043,POTATO,HUMID,SEMI ARID,8.12
39,36,22,29.34317422,34.03335472,POTATO,HUMID,SEMI ARID,7.62
32,41,16,28.63618921,68.54877876,POTATO,HUMID,SEMI ARID,0.5
30,41,15,24.83206631,52.0810886,POTATO,HUMID,SEMI ARID,7.7
19,36,22,25.44689075,57.04826619,POTATO,HUMID,SEMI ARID,9.2
4,46,15,31.01274943,63.77192383,POTATO,HUMID,SEMI ARID,8.7
21,39,20,27.06179658,60.74583498,POTATO,HUMID,SEMI ARID,0.8
35,57,25,27.0956288,71.1271039,POTATO,HUMID,DESERT,8.6
22,55,24,28.56800579,64.53027638,POTATO,HUMID,DESERT,10.1
35,51,17,28.79929247,40.85534718,POTATO,HUMID,DESERT,9.6
17,56,17,27.94293692,69.66289997,POTATO,HUMID,DESERT,2.1
28,57,17,30.47757686,61.86633917,POTATO,HUMID,DESERT,4.6
22,36,16,30.58139475,64.58559639,POTATO,WET,DESERT,6.15
11,41,19,26.85911286,44.13827124,POTATO,WET,DESERT,0.3
38,38,18,26.31051759,35.73403813,POTATO,WET,DESERT,6.15
23,37,24,28.77833449,33.95825723,POTATO,WET,DESERT,7.65
25,35,20,28.90245417,71.90018566,POTATO,WET,DESERT,7.15
40,45,20,29.37687468,38.34303462,POTATO,WET,DESERT,0.5
23,58,19,24.17093241,59.18953429,POTATO,WET,DESERT,7.15
2,56,23,26.65333029,36.91852635,POTATO,WET,DESERT,8.65
3,56,17,28.19912143,52.13580529,POTATO,WET,DESERT,8.15
26,51,25,28.76488954,55.21606732,POTATO,WET,DESERT,0.8
39,42,20,29.3499706,40.82840673,POTATO,WET,DESERT,8.15
27,59,20,28.00937423,36.01203025,POTATO,WET,DESERT,9.65
24,45,19,26.85851927,34.7426459,POTATO,WET,DESERT,9.15
7,40,17,31.2123945,53.78769958,POTATO,WET,DESERT,0.15
15,45,23,24.20422636,46.0203959,POTATO,WET,SEMI ARID,4.37
26,52,23,29.98835437,52.92929636,POTATO,WET,SEMI ARID,5.87
20,45,16,29.93964907,45.43669946,POTATO,WET,SEMI ARID,5.37
34,54,24,31.2119298,68.80141783,POTATO,WET,SEMI ARID,0.2
19,51,25,26.80474415,43.87801983,POTATO,WET,SEMI ARID,5.3
29,41,21,31.49398069,64.56807592,POTATO,WET,SEMI ARID,6.8
20,50,22,30.99694676,38.31597852,POTATO,WET,SEMI ARID,6.3
11,40,23,29.61253065,50.1978269,POTATO,WET,SEMI ARID,0.3
15,54,15,29.97604322,44.86052932,POTATO,WET,SEMI ARID,6.3
35,55,22,30.88883074,55.51932414,POTATO,WET,SEMI ARID,7.8
9,59,25,30.39321309,35.37493212,POTATO,WET,SEMI ARID,7.3
40,45,18,30.43683729,30.92014047,POTATO,WET,SEMI ARID,0.5
35,38,19,25.32688786,32.71129281,POTATO,WET,SEMI ARID,7.2
14,58,17,30.53684308,33.48919022,POTATO,WET,SEMI ARID,8.7
40,55,18,30.38257873,47.95406479,POTATO,WET,SEMI ARID,8.2
18,36,23,24.01825377,35.03404425,POTATO,WET,SEMI ARID,0.8
35,52,15,28.69841277,65.67591794,POTATO,WET,SEMI HUMID,3.345
4,59,22,29.33743412,42.44054315,POTATO,WET,SEMI HUMID,4.845
22,51,16,27.96583691,70.10472076,POTATO,WET,SEMI HUMID,4.345
33,47,17,24.86803974,63.9187654,POTATO,WET,SEMI HUMID,0.1
2,51,17,25.87682261,38.53254678,POTATO,WET,SEMI HUMID,4.4
16,51,21,31.01963639,32.81296548,POTATO,WET,SEMI HUMID,5.9
19,55,20,27.43329405,54.73367631,POTATO,WET,SEMI HUMID,5.4
8,54,20,28.3340432,38.7976407,POTATO,WET,SEMI HUMID,0.2
36,55,20,27.01470397,55.296354,POTATO,WET,SEMI HUMID,5.54
10,56,16,28.17432665,36.35720652,POTATO,WET,SEMI HUMID,7.04
22,56,17,29.87888063,44.75215854,POTATO,WET,SEMI HUMID,6.54
9,57,24,29.89232778,42.99498978,POTATO,WET,SEMI HUMID,0.3
34,59,23,28.56212158,56.48265193,POTATO,WET,SEMI HUMID,6.52
31,51,25,27.53592929,53.01899249,POTATO,WET,SEMI HUMID,8.02
0,49,18,29.68361658,41.82490236,POTATO,WET,SEMI HUMID,7.52
21,39,20,28.14448546,46.75690086,POTATO,WET,SEMI HUMID,0.5
28,35,22,29.53037621,59.87232071,POTATO,WET,HUMID,2.06
17,52,17,27.88352946,44.64407105,POTATO,WET,HUMID,3.56
24,42,23,28.22471276,44.01206619,POTATO,WET,HUMID,3.06
28,46,16,29.008124,45.91011391,POTATO,WET,HUMID,0.1
21,38,21,29.75538903,37.54602719,POTATO,WET,HUMID,3
34,60,25,29.78416743,40.77872823,POTATO,WET,HUMID,4.5
19,53,22,27.8640132,42.83053902,POTATO,WET,HUMID,4
31,58,15,27.11026483,51.52617423,POTATO,WET,HUMID,0.1
19,35,24,27.11030369,49.11964582,POTATO,WET,HUMID,4.1
24,53,17,28.95451232,57.65901369,POTATO,WET,HUMID,5.6
13,47,20,29.21780035,43.1386631,POTATO,WET,HUMID,5.1
31,53,16,28.7420098,48.54598575,POTATO,WET,HUMID,0.2
28,45,23,29.65021184,56.76278363,POTATO,WET,HUMID,5.15
31,37,21,27.23924995,37.31236904,POTATO,WET,HUMID,6.65
32,76,15,28.05153602,43.35795377,MUSTARD,DRY,DESERT,6.12
13,61,22,19.44084326,46.83130119,MUSTARD,DRY,DESERT,7.62
38,60,20,29.84823072,46.80452595,MUSTARD,DRY,DESERT,7.12
11,74,17,21.36383757,46.6352865,MUSTARD,DRY,DESERT,0.5
37,71,16,26.28663931,46.13833007,MUSTARD,DRY,DESERT,7.12
29,71,18,22.17499963,53.46622584,MUSTARD,DRY,DESERT,8.62
2,72,18,26.57597546,50.89110726,MUSTARD,DRY,DESERT,8.12
6,59,21,26.58972517,50.90994463,MUSTARD,DRY,DESERT,0.8
13,64,20,19.1345771,36.46946971,MUSTARD,DRY,DESERT,8.12
8,58,17,28.75273118,35.15426171,MUSTARD,DRY,DESERT,9.62
6,77,20,25.78746268,49.14337177,MUSTARD,DRY,DESERT,9.12
2,75,22,23.89271875,52.55730112,MUSTARD,DRY,DESERT,0.12
3,69,23,28.67408774,42.96018627,MUSTARD,DRY,DESERT,9.12
27,80,24,28.42062847,49.02366803,MUSTARD,DRY,DESERT,10.62
39,78,15,21.35499456,41.78219834,MUSTARD,DRY,DESERT,10.12
40,79,17,21.12695586,38.71834464,MUSTARD,DRY,DESERT,1.12
37,62,22,24.02037872,49.78102578,MUSTARD,DRY,SEMI ARID,5.58
31,60,24,25.40474421,51.92057267,MUSTARD,DRY,SEMI ARID,7.08
22,67,22,29.03017561,54.9393771,MUSTARD,DRY,SEMI ARID,6.58
3,78,18,20.21368219,50.89732989,MUSTARD,DRY,SEMI ARID,0.3
4,80,16,29.19585548,44.93261911,MUSTARD,DRY,SEMI ARID,6.58
13,61,24,18.29783597,49.39111479,MUSTARD,DRY,SEMI ARID,8.08
12,66,20,27.41434987,44.43177543,MUSTARD,DRY,SEMI ARID,7.58
4,61,21,24.84063998,48.77790371,MUSTARD,DRY,SEMI ARID,0.5
9,60,21,29.94413861,40.37113729,MUSTARD,DRY,SEMI ARID,7.58
18,66,22,25.87990287,47.89645224,MUSTARD,DRY,SEMI ARID,9.08
32,56,18,20.0467711,46.05333124,MUSTARD,DRY,SEMI ARID,8.58
6,72,15,22.99451999,54.49044154,MUSTARD,DRY,SEMI ARID,0.8
15,77,20,25.13163619,49.04015558,MUSTARD,DRY,SEMI ARID,8.58
0,65,24,28.49584395,53.14531023,MUSTARD,DRY,SEMI ARID,10.08
30,79,22,18.28766124,48.60449438,MUSTARD,DRY,SEMI ARID,9.58
3,63,16,24.38041875,53.13946695,MUSTARD,DRY,SEMI ARID,0.58
2,78,23,21.31852148,45.42616802,MUSTARD,DRY,SEMI HUMID,4.86
10,78,18,18.54141834,44.07819743,MUSTARD,DRY,SEMI HUMID,6.36
14,67,25,25.28710601,49.37369982,MUSTARD,DRY,SEMI HUMID,5.86
39,65,23,25.43459777,41.02682925,MUSTARD,DRY,SEMI HUMID,0.2
19,72,15,28.83600962,44.08562546,MUSTARD,DRY,SEMI HUMID,5.86
18,57,21,27.37659643,49.47371773,MUSTARD,DRY,SEMI HUMID,7.36
31,58,15,28.31886863,45.36521251,MUSTARD,DRY,SEMI HUMID,6.86
28,58,25,27.4818649,37.81123974,MUSTARD,DRY,SEMI HUMID,0.3
5,65,19,18.28072173,48.80253285,MUSTARD,DRY,SEMI HUMID,6.86
16,65,19,27.61204997,42.72374404,MUSTARD,DRY,SEMI HUMID,8.36
34,65,19,23.43974653,45.40277297,MUSTARD,DRY,SEMI HUMID,7.86
14,69,19,20.95628486,52.39881209,MUSTARD,DRY,SEMI HUMID,0.5
22,55,16,23.7937153,49.73922097,MUSTARD,DRY,SEMI HUMID,7.86
24,61,17,22.6371424,38.30411077,MUSTARD,DRY,SEMI HUMID,9.36
2,79,15,21.53577883,35.75107592,MUSTARD,DRY,SEMI HUMID,8.86
26,63,17,29.87854588,44.95654782,MUSTARD,DRY,SEMI HUMID,0.8
27,61,15,25.2653291,48.33941188,MUSTARD,DRY,HUMID,3.96
24,70,16,25.17885316,35.03484812,MUSTARD,DRY,HUMID,5.46
13,74,25,24.12192608,44.23629285,MUSTARD,DRY,HUMID,4.96
6,64,23,23.33565221,36.18678721,MUSTARD,DRY,HUMID,0.1
12,58,23,21.74600081,50.43306085,MUSTARD,HUMID,SEMI HUMID,6.42
32,79,22,27.60195453,54.37814199,MUSTARD,HUMID,SEMI HUMID,0.3
6,68,18,24.388717,47.26052494,MUSTARD,HUMID,SEMI HUMID,6.42
10,79,20,24.98287462,38.21370568,MUSTARD,HUMID,SEMI HUMID,7.92
38,77,22,28.234829,35.36831423,MUSTARD,HUMID,SEMI HUMID,7.42
17,74,17,26.03026959,37.11395801,MUSTARD,HUMID,SEMI HUMID,0.5
26,68,24,28.04849594,37.15824966,MUSTARD,HUMID,HUMID,2.52
23,75,17,24.87425505,48.28137482,MUSTARD,HUMID,HUMID,4.02
32,78,22,23.97081395,53.40906048,MUSTARD,HUMID,HUMID,3.52
19,79,19,20.06003985,42.89509057,MUSTARD,HUMID,HUMID,0.1
22,60,18,19.59221047,41.7704893,MUSTARD,HUMID,HUMID,3.52
28,69,16,29.77013109,35.69674138,MUSTARD,HUMID,HUMID,5.02
1,67,21,27.52135365,48.06491307,MUSTARD,HUMID,HUMID,4.52
12,67,23,25.62896213,45.49683991,MUSTARD,HUMID,HUMID,0.1
36,67,20,20.39078312,53.31508572,MUSTARD,HUMID,HUMID,4.52
28,70,21,25.39038396,39.18374505,MUSTARD,HUMID,HUMID,6.02
12,71,19,24.91079638,42.19740397,MUSTARD,HUMID,HUMID,5.52
22,68,16,27.70496805,37.46160727,MUSTARD,HUMID,HUMID,0.2
26,66,22,18.06486101,51.54922825,MUSTARD,HUMID,HUMID,5.52
16,65,16,18.13027797,50.6128521,MUSTARD,HUMID,HUMID,7.02
14,59,22,23.82723528,46.90725077,MUSTARD,HUMID,HUMID,6.52
33,59,19,23.19305333,49.55213308,MUSTARD,HUMID,HUMID,0.3
21,63,17,25.08966129,41.45486619,MUSTARD,WET,DESERT,3.6
0,69,21,25.86928193,36.68284038,MUSTARD,WET,DESERT,5.1
10,75,17,18.43966037,39.00992137,MUSTARD,WET,DESERT,4.6
30,61,18,27.14911056,52.50812701,MUSTARD,WET,DESERT,0.1
0,74,17,23.33375853,47.01510708,MUSTARD,WET,DESERT,4.6
35,74,22,26.7230014,42.87274897,MUSTARD,WET,DESERT,6.1
7,63,24,19.55750776,53.04669416,MUSTARD,WET,DESERT,5.6
9,56,17,26.13708256,46.48280681,MUSTARD,WET,DESERT,0.2
14,74,15,27.99990346,49.94043064,MUSTARD,WET,DESERT,5.6
14,76,20,29.05941162,36.5011366,MUSTARD,WET,DESERT,7.1
36,65,16,25.71269843,50.17067771,MUSTARD,WET,DESERT,6.6
28,67,21,21.79792649,46.62370222,MUSTARD,WET,DESERT,0.3
28,79,16,24.70626432,53.12442925,MUSTARD,WET,DESERT,6.6
40,61,22,20.94981756,44.23913012,MUSTARD,WET,DESERT,8.1
10,70,19,24.84918386,41.61080544,MUSTARD,WET,DESERT,7.6
12,80,19,21.91041045,36.10211371,MUSTARD,WET,DESERT,0.5
37,77,20,25.93381964,51.02372773,MUSTARD,WET,SEMI ARID,3.06
0,67,22,29.82112112,51.56461082,MUSTARD,WET,SEMI ARID,4.56
7,73,25,27.52185591,45.20841071,MUSTARD,WET,SEMI ARID,4.06
10,56,18,27.99627907,46.10585191,MUSTARD,WET,SEMI ARID,0.1
39,70,15,20.76774783,47.9271552,MUSTARD,WET,SEMI ARID,4.06
26,56,22,23.05276444,52.60285259,MUSTARD,WET,SEMI ARID,5.56
9,77,17,21.65845777,38.07659414,MUSTARD,WET,SEMI ARID,5.06
4,59,19,26.25070298,40.8106299,MUSTARD,WET,SEMI ARID,0.2
34,73,15,20.97195263,53.10207889,MUSTARD,WET,SEMI ARID,5.06
33,77,15,23.89736406,40.74536757,MUSTARD,WET,SEMI ARID,6.56
2,24,38,24.55981624,111.9684622,MUSTARD,WET,SEMI ARID,606
6,18,37,19.65690085,108.0458926,MUSTARD,WET,SEMI ARID,0.3
8,26,36,18.78359608,102.5184759,MUSTARD,WET,SEMI ARID,6.06
